store_id,location_id,country,city,latitude,longitude,opening_date,square_meters,number_of_employees,monthly_revenue,monthly_costs,monthly_fixed_costs,monthly_variable_costs,population_density,median_household_income,age_under_18_pct,age_18_35_pct,age_35_65_pct,age_over_65_pct,education_low_pct,education_medium_pct,education_high_pct,ethnic_diversity_index,unemployment_rate_pct,median_property_value,number_of_offices_1km,number_of_competitors_1km,average_competitor_pricing,traffic_count_nearby,distance_to_public_transport_km,walkability_score,visibility_index,number_of_parking_lots_200m,parking_occupancy_probability,distance_to_shopping_centers_km,distance_to_tourist_attractions_km,employee_turnover_rate,average_google_rating,average_tripadvisor_rating
STORE_0001,LOC_0001,Germany,Frankfurt,50.09128618272185,8.678075124060783,2014-12-29,118,16,4477.220134765869,3110.9630781688215,1244.3852312675288,1866.5778469012928,1953.8377088522245,40741.501872561676,0.14873206935800662,0.2647844552149693,0.3268204721071299,0.25966300331989417,0.22234540978042597,0.2885516389069289,0.48910295131264514,0.07868624971539363,5.174259626114824,445611.1343866749,15,4,3.4870880203290233,809,0.4825722854276757,0.8865408774287874,0.7847718622240984,12,0.6066996839372651,0.26677852295352333,0.8618283626755671,0.7615518522578052,3.8880046348850117,4.110028475326235
STORE_0002,LOC_0002,Poland,Kraków,50.090201092643674,20.019735422837268,2019-04-25,110,14,6324.679260304179,4708.168848533495,1883.2675394133983,2824.9013091200973,4376.933343721558,25807.984281925175,0.1992714073894414,0.18604990546240394,0.45313748526764097,0.1615412018805137,0.08285313602797391,0.38072294962016645,0.5364239143518595,0.23143296137967342,2.164980336347039,208475.4284052478,9,3,3.228523922954455,797,0.24920540760585153,0.8686901553936585,0.8230164648000402,17,0.29787217420807693,0.49725277129091205,0.2679754112818827,0.49972788642541266,4.801905629476492,4.43105185723428
STORE_0003,LOC_0003,France,Lille,50.72601669383986,3.1109546827729035,2016-03-27,118,12,10008.687230046991,7183.5652794351145,2873.426111774046,4310.139167661068,3120.8985690028508,43240.60054392705,0.1451963058757468,0.13302207651616937,0.33749988300858813,0.38428173459949566,0.10318072767895121,0.2953517917803036,0.6014674805407452,0.7278663058679803,7.871623645783004,282477.24334949866,12,2,4.100472723538925,1831,0.6862225645460849,0.8997883566504974,0.7631881770784139,18,0.1,0.13871753372714155,1.2815713446311296,0.5402490095350256,4.287750859141368,3.6208220701576668
STORE_0004,LOC_0004,France,Nantes,47.20195335643347,-1.569328599544586,2020-11-28,144,20,11681.55625490759,8012.047226434426,3204.8188905737707,4807.2283358606555,3764.368853477262,42088.92548846787,0.2160757094563969,0.2563161780584696,0.2723718406644738,0.2552362718206597,0.13731168442487088,0.4594414203967489,0.4032468951783802,0.13514544049448957,9.554814705529022,408539.50648921344,11,4,3.779870498332877,972,0.8991765486670383,0.5489723625501607,0.6138923713868523,17,0.5438789620455953,0.3611187656792411,0.7250671807399428,0.10357203079020792,4.20556317415151,4.825266430257939
STORE_0005,LOC_0005,Germany,Frankfurt,50.15841646031778,8.629855429153661,2016-02-05,130,18,14744.119282657486,10898.888679949541,4359.5554719798165,6539.333207969725,4299.465756936077,55011.65137451411,0.14436152244487788,0.3991395923221041,0.32992046818691484,0.12657841704610318,0.3666220336457811,0.27266279204934324,0.36071517430487576,0.5770174555973345,6.908530250160152,371121.6065066936,10,0,3.4772856789176725,1799,0.445622123778661,0.8413846581710558,0.31595362438937225,18,0.1344098234576815,0.1,1.270550093222894,0.15935877335240226,3.869799732317503,3.8392026363326295
STORE_0006,LOC_0006,Germany,Stuttgart,48.697894822626274,9.153824431528156,2018-11-26,158,20,9412.62005342334,6251.813265906179,2500.725306362472,3751.0879595437073,2844.6118520343402,50225.54488464248,0.21008881062822055,0.25955428227846555,0.37799475474332755,0.15236215234998632,0.12621851941118747,0.28815662034842393,0.5856248602403886,0.5851580663122414,4.293313022273182,436615.28431096586,10,2,3.1601065715926198,931,0.7385543127867922,0.30283041935959215,0.4068351180975736,18,0.425442846863015,0.1,1.2745394630026514,0.196530617354234,4.001229087447214,4.560717569201068
STORE_0007,LOC_0007,Germany,Berlin,52.47744779833082,13.364261624091197,2022-08-03,119,14,21204.410230616875,13313.518090380201,5325.407236152081,7988.11085422812,5281.251437053198,56248.896883176945,0.16822182237546332,0.27873641983957453,0.34775568143774327,0.20528607634721888,0.07339471789483537,0.431739724826329,0.49486555727883563,0.41842269897470025,2.0,449365.626712183,12,5,3.6989282064021034,1519,0.8352064335447887,0.6212576255404506,0.8700249835372367,9,0.3856425641130968,0.1378593223042571,2.6002076726742787,0.044967841003737456,4.5775901077809,4.018119339699862
STORE_0008,LOC_0008,Poland,Poznań,52.35312155020998,16.833618637927273,2023-02-03,130,19,6122.841164760167,4485.3619582535,1794.1447833014001,2691.2171749521,2318.533593575536,39939.13044002534,0.1014925540351124,0.15996416947793277,0.38827114267280144,0.35027213381415345,0.27914544683707226,0.33534144157022533,0.38551311159270246,0.6591189864902132,8.92748473020354,221056.55029374242,7,2,3.7384742185127737,1045,0.6945465986298799,0.6310349075861236,0.8857757772730954,18,0.21596422226541725,2.0601760095883974,1.1655542239244325,0.0980253364194086,3.400346193569498,4.840118017003852
STORE_0009,LOC_0009,France,Bordeaux,44.741374786946686,-0.4816555220527937,2016-11-07,132,19,8070.479641523555,5970.28759197176,2388.115036788704,3582.172555183056,2516.823873345058,21766.71401887053,0.31114182682512054,0.22600018929910046,0.2542681813512684,0.2085898025245105,0.16074681840454189,0.40450613557903203,0.4347470460164261,0.4579607226109075,7.344352947314606,413518.6291665042,8,3,3.769377275799853,3421,0.5915912495291017,0.6871792607379237,0.3382933475758186,11,0.29349066591154943,0.34721587610974963,1.149944873551679,0.5653894504539186,3.661433832457571,4.219087366252712
STORE_0010,LOC_0010,France,Lille,50.61475462674717,3.0341653294319366,2022-03-12,129,16,11988.70315297809,7498.113310836403,2999.2453243345612,4498.867986501841,4402.972450250032,32824.44417854232,0.11212877734754409,0.2114546625260739,0.3092303226903566,0.36718623743602535,0.03979451737943086,0.4549753438491498,0.5052301387714193,0.7691574195136587,7.516500722213106,384098.50049081765,7,0,3.534048303867723,1785,0.5109991423690056,0.8847352579949319,0.6255448431812772,17,0.41576545147515265,0.5881139929698461,1.3301156445413291,0.4359010483671849,3.7164358903801396,4.8538956378924905
STORE_0011,LOC_0011,Germany,Hamburg,53.58702945653861,9.937350777573013,2016-09-20,138,20,11207.901185213086,7486.921900611907,2994.768760244763,4492.153140367144,1687.656940454631,57542.369049571775,0.1777594605402844,0.31687618492524344,0.2633821314383359,0.24198222309613632,0.13895356950596544,0.27729311582102895,0.5837533146730056,0.13305209466569834,5.787785585506592,281239.9968159858,18,3,3.8718613235702724,1436,0.24345379761565397,0.5209743855700744,0.9066404265360628,20,0.12287289565821777,0.5541425556781869,0.1,0.41291248872002506,4.551311274285891,4.0719928908654754
STORE_0012,LOC_0012,Poland,Warsaw,52.31969223679005,21.06946900288311,2020-07-21,104,13,4763.976182813744,3078.139560841107,1231.2558243364429,1846.8837365046643,3455.46959087336,43638.751553844406,0.22338341135402762,0.1544179869427494,0.33320255438657065,0.2889960473166524,0.25379006261340514,0.27971522173617336,0.4664947156504216,0.3291288449480897,6.916198853799677,348854.5516143609,8,1,3.569382900728463,711,0.21181455697293958,0.7256983997064699,0.6536924114229863,11,0.3685029410295619,0.6423580933771517,1.2633822358239912,0.4868697487479326,4.404220989907418,3.654858355356646
STORE_0013,LOC_0013,Poland,Katowice,50.18278220046245,19.007316155156985,2017-11-24,124,15,1395.3205585931216,885.3237455164243,354.12949820656974,531.1942473098545,989.0951900800544,28455.264339758876,0.1499650438911388,0.26849159219164026,0.4436891725203529,0.137854191396868,0.26647023503577594,0.2601261576891681,0.47340360727505604,0.7683603099704457,8.597921196537497,183638.32507085236,16,5,3.7491967073886223,430,0.9351587641526032,0.6340337774588595,0.9310261033974284,9,0.5090515780396607,0.8096865527333421,1.6187431138006005,0.20407081636595686,3.89609275197554,4.218448565331779
STORE_0014,LOC_0014,Germany,Essen,51.53142366151243,7.100546404458282,2014-10-22,93,5,3885.2160239896975,2396.2695205564764,958.5078082225906,1437.7617123338857,2146.346582541197,38918.48440830331,0.11066384022531789,0.2335074624896194,0.2202364480629094,0.43559224922215334,0.22077128496980122,0.36989689221453687,0.4093318228156619,0.4291508645465619,7.302723080011323,372970.66832983884,7,1,3.9144035804633623,592,0.15381940773348893,0.9025474380461719,0.4517784482810049,10,0.13012482905694736,0.15899461444929258,2.067142553785844,0.07399185896238517,4.058514617529441,4.046708986880921
STORE_0015,LOC_0015,Germany,Leipzig,51.33318030224997,12.395782277842143,2018-06-08,115,16,7248.460077702597,4453.0556803745785,1781.2222721498315,2671.833408224747,4236.280401033186,37664.57963736056,0.17405230932922594,0.21363739893090034,0.43330503313857915,0.1790052586012946,0.35334187757440966,0.20509367020267652,0.4415644522229138,0.4934371856189187,7.598073937052122,376129.93740521075,7,4,3.450748514313907,1162,0.3633135332848311,0.5242879600280084,0.8117102065770455,17,0.2511630090361429,0.1,0.5296955622718318,0.06040786609380196,4.238949721182793,3.858358477869251
STORE_0016,LOC_0016,Germany,Essen,51.38900678921841,7.109833725227395,2023-07-02,122,13,45267.375664741856,28324.97518881835,11329.990075527341,16994.985113291008,8795.571955551717,38582.76326792285,0.23444550748186369,0.23411748386267078,0.43834326959121916,0.09309373906424635,0.08969068554831716,0.45840259437341785,0.45190672007826505,0.3037221669097775,4.2212640158094645,459292.37026189186,8,3,3.294595732246204,3131,0.9612988058258178,0.5673420226115136,0.5972188083455969,18,0.1,0.1,1.0002885517507425,0.2571914558335837,4.505902380821694,4.59725984094773
